serial_num,raw_sent
3778, 在/p 学生/n 思想/n 矛盾/n 斗争/n 中/nd ，/w 当/p 原有/v 认识/v 和/c 新/a 认识/v 一致/a 时/nt ，/w 就/d 会/vu 促使/v 其/r 品质/n 加速/v 转化/v ；/w 当/p 原有/v 认识/v 和/c 新/a 认识/v 相/d 矛盾/v 时/nt ，/w 就/d 会/vu 对/p 新/a 认识/v 进行/v 抵制/v ，/w 在/p 品德/n 形成/v 中/nd 形成/v 障碍/n 。/w 
3779, 学生/n 思想/n 品德/n 和/c 觉悟/v 每/r 前/nd 进一步/v ，/w 都/d 是/vl 他们/r 思想/n 内部/nd 矛盾/v 斗争/v 的/u 结果/n 。/w 
3780, 青少年/j 学生/n 的/u 自我教育/v 过程/n 实际/a 是/vl 他们/r 思想/n 内部/nd 矛盾/v 斗争/v 的/u 过程/n 。/w 
3781, 学生/n 的/u 自我/r 意识/n ，/w 自我批评/v 、/w 自我/r 训练/v 、/w 自我/r 体验/v 、/w 自我/r 命令/v 等/u 自我教育/v 能力/n 的/u 发展/v ，/w 也是/vl 学生/n 经过/p 自身/n 思想/n 内部/nd 矛盾/n 斗争/n 的/u 结果/n 。/w 
3782," 遵循/v 德育/n 过程/n 的/u 这/r 一/m 规律/n ，/w 教育/v 工作者/n 一定/d 要/vu 有/v 长期/nt 的/u 思想/n 准备/v ，/w 有/v 计划/n 、/w 有/v 组织/n 地/u 对/p 青少年/j 实施/v 德育/n ，/w 不能/vu ""/w 毕其功于一役/i ""/w ，/w 而且/c ，/w 要/vu 把/p 德育/n 过程/n 的/u ""/w 反复/d ""/w ，/w 并/c 反复/d 抓/v ，/w 使/v 青少年/j 学生/n 的/u 思想/n 品德/n 朝着/v 我们/r 社会主义/n 所/u 要求/v 的/u 方向/n 健康/a 发展/v 。/w "
3783, 青少年/j 学生/n 应/vu 从小/d 树立/v 学/v 科学/n 、/w 用/v 科学/n 的/u 优良/a 风尚/n ，/w 向/p 科学/n 进军/v ，/w 并/c 立志/v 攀登/v 世界/n 科学/n 高峰/n 。/w 
3784, 他人/r 的/u 认识/v 成果/n ，/w 一般/a 表现/n 为/p 概念/n 、/w 定理/n 、/w 原则/n 、/w 规则/n 、/w 规律/n 等等/u ，/w 学生/n 要/vu 掌握/v 它/r 、/w 理解/v 它/r 、/w 运用/v 它/r ，/w 还/d 需要/v 以/p 直接/a 经验/n 作/v 基础/n ，/w 把/p 直接/a 经验/n 和/c 间接/a 经验/n 结合/v 起来/vd ，/w 把/p 感性/a 知识/n 和/c 理性/a 知识/n 结合/v 起来/vd ，/w 这/r 就/d 要求/v 在/p 教育/v 过程/n 中/nd 应/vu 理论/n 联系/n 实际/n 。/w 
3785, 智育/n 过程/n 不仅/c 要求/v 学生/n 掌握/v 知识/n ，/w 而且/c 要/vu 获得/v 一定/d 的/u 技能/n 和/c 技巧/n 。/w 
3786, 技能/n 是/vl 学生/n 运用/v 所/u 学/v 知识/n 去/v 解决/v 一些/m 实际/a 问题/n 的/u 能力/n ，/w 如/v 阅读/v 能力/n 、/w 演算/v 能力/n 、/w 写作/v 能力/n 等等/u ，/w 技能/n 经过/p 反复/d 练习/v 和/c 实践/v ，/w 达到/v 十分/d 熟练/a 化/k 的/u 程度/n ，/w 即/d 形成/v 技巧/n ，/w 如/v 运动/n 技巧/n 、/w 实验/n 操作/v 技巧/n ，/w 写作/v 技巧/n 等等/u 。/w 
3787, 智育/n 过程/n 还/d 要求/v 在/p 学生/n 掌握/v 知识/n 、/w 获得/v 技能/n 技巧/n 的/u 基础上/nl ，/w 发展/v 学生/n 的/u 智力/n 。/w 
3788, 教学/v 过程/n 是/vl 在/p 教育者/n 和/c 受教育者/n 共同/a 参与/v 下/nd 构成/v 的/u ，/w 缺/v 一/m 而/c 不/d 成/v 其/r 为/p 教学/v 过程/n ，/w 矛盾/a 的/u 双方/n 是/vl 统一/v 的/u ，/w 既/c 要/vu 有/v 教师/n 的/u 教/v ，/w 也/d 要/vu 有/v 学生/n 的/u 学/v ，/w 二者/r 相互/d 促进/v 。/w 
3789," 而/c ""/w 传统/n 教育/n 派/n ""/w 则/c 过分/a 强调/v 了/u 教师/n 的/u 权威/n ，/w 忽视/v 了/u 学生/n 的/u 学习/v 兴趣/n 和/c 主动性/n 。/w "
3790," （/w ２/m ）/w 教师/n ""/w 闻/v 道/n 在先/v ""/w 、/w ""/w 术/n 业/n 有/v 专攻/v ""/w 具备/v 较/d 丰富/a 的/u 知识/n ，/w 学生/n 的/u 知识/n 主要/a 是/vl 通过/p 教师/n 的/u 传授/v 获得/v 的/u 。/w "
3791, 教师/n 知识/n 水平/n 高低/d 的/u 程度/n ，/w 在/p 教学/v 过程/n 中/nd 有/v 决定/v 作用/n ，/w 直接/a 影响/v 学生/n 学习/v 的/u 质量/n 。/w 
3792, （/w ３/m ）/w 教师/n 掌握/v 一定/d 的/u 教育/n 方法/n 和/c 艺术/n ，/w 能/vu 使/v 学生/n 在/p 短/a 时期/nt 内/nd 学得/v 一定/d 的/u 知识/n 。/w 
3793, 避免/v 学生/n 走弯路/i ，/w 决定/v 了/u 教学/v 的/u 进程/n 和/c 效果/n 。/w 
3794, 但/c 另一方面/c ，/w 学生/n 是/vl 学习/v 的/u 主体/n ，/w 不是/vl 消极/a 被动/v 的/u 容器/n ，/w 教师/n 不能/vu 把/p 知识/n 机械/n 地/u 填塞/v 到/v 学生/n 头脑/n 中/nd 去/v ，/w 教师/n 传授/v 的/u 知识/n ，/w 只有/c 通过/p 学生/n 自觉/a 努力/v ，/w 积极/a 思考/v ，/w 才能/c 真正/a 获得/v 。/w 
3795, 因此/c ，/w 我们/r 在/p 强调/v 教育者/n 在/p 教学/v 过程/n 中/nd 的/u 主导/a 作用/n 的/u 同时/c ，/w 也/d 不/d 否认/v 学生/n 学习/v 的/u 积极性/n 和/c 主动性/n ，/w 充分/a 考虑/v 学生/n 的/u 学习/v 兴趣/n 和/c 求知/v 欲望/n ，/w 激发/v 他们/r 独立/v 探索/v 真理/n 的/u 精神/n ，/w 引导/v 他们/r 积极/a 思考/v 和/c 认真/a 完成/v 作业/n 。/w 
3796, 只有/c 通过/p 学生/n 掌握/v 知识/n 和/c 运用/v 知识/n 才能/c 使/v 能力/n 得到/v 发展/v ，/w 否则/c ，/w 只能/vu 见/v 无源之水/n ，/w 无本/v 之/u 木/n 。/w 
3797, 反过来/d ，/w 能力/n 的/u 发展/v 又/d 可以/vu 成为/v 学生/n 进一步/v 掌握/v 知识/n 的/u 条件/n 和/c 武器/n 。/w 
3798, 只有/c 能力/n 发展/v 好/a 的/u 学生/n 接受/v 能力/n 才/d 强/a ，/w 学习/v 效率/n 才/d 高/a ，/w 因此/c ，/w 能力/n 的/u 发展/v 水平/n 直接/a 影响/v 学生/n 掌握/v 知识/n 的/u 深度/n 、/w 广度/n 和/c 速度/n 。/w 
3799, 当然/d ，/w 能力/n 主要/a 是/vl 指/v 学生/n 的/u 认识/v 能力/n ，/w 即/d 观察力/n 、/w 记忆力/n 、/w 想象力/n 、/w 注意力/n 、/w 思维/n 力/n 等/u ，/w 也/d 应/vu 包括/v 实践/v 活动/n 中/nd 的/u 操作/v 能力/n 、/w 体力/n 方面/n 。/w 
3800, 知识/n 不/d 等于/v 能力/n ，/w 学生/n 知识/n 的/u 多少/d 并不/d 标志/v 他/r 能力/n 发展/v 的/u 高低/d ，/w 这/r 是/vl 因为/c 从/p 掌握/v 知识/n 到/v 促进/v 能力/n 的/u 发展/v 是/vl 一个/mq 非常/d 复杂/a 的/u 过程/n 。/w 
3801, 在/p 小学/n 和/c 初中/j 低年级/n ，/w 田径/n 内容/n 有/v 各种/r 不同/a 距离/n 的/u 快速/a 跑/v 、/w 耐力/n 跑/v 、/w 障碍/n 跑/v ，/w 各种/r 形式/n 的/u 跳高/n 和/c 跳远/n 以及/c 投掷/v 一定/d 重量/n 的/u 物件/n 如/v 木棒/n 、/w 垒球/n 、/w 手榴弹/n 等/u ，/w 以/p 发展/v 学生/n 的/u 身体/n 素质/n 和/c 提高/v 跑跳/v 投掷/v 等/u 基本/a 活动/v 能力/n 。/w 
3802, 从/p 初中/j 起/v 逐步/d 学习/v 田径/n 项目/n 的/u 运动/n 技术/n ，/w 提高/v 学生/n 的/u 运动/n 水平/n ，/w 以/p 更/d 好/a 地/u 增强/v 他们/r 的/u 体质/n 。/w 
3803, 体操/n 的/u 动作/n 丰富/a 多样/a ，/w 有/v 简/a 有/v 繁/a ，/w 适合于/v 不同/a 年龄/nt 和/c 不同/a 健康/a 状况/n 的/u 学生/n 。/w 
3804, 经常/a 从事/v 体操/n 运动/n ，/w 能/vu 促进/v 身体/n 全面发展/i ，/w 增强/v 臂力/n 、/w 腰/n 腹部/n 的/u 肌肉/n 力量/n ，/w 促进/v 学生/n 四肢/n 、/w 躯干/n 的/u 肌肉/n 、/w 关节/n 、/w 韧带/n 的/u 发展/v ，/w 培养/v 身体/n 正确/a 姿势/n ，/w 发展/v 身体/n 素质/n ，/w 训练/v 平衡/a 器官/n ，/w 提高/v 身体/n 的/u 控制/v 能力/n ，/w 并/c 能/vu 培养/v 学生/n 勇敢/a 、/w 果断/a 、/w 机智/a 的/u 品质/n ，/w 养成/v 遵守/v 纪律/n 、/w 互相/d 帮助/v 、/w 集体/n 一致/a 行动/n 的/u 良好/a 习惯/n 。/w 
3805, 通过/p 游戏/n ，/w 能/vu 使/v 学生/n 在/p 复杂多变/v 的/u 条件/n 下/nd ，/w 灵活/a 地/u 运用/v 跑/v 、/w 跳/v 、/w 投掷/v 等/u 基本/a 活动/v 技能/n ，/w 提高/v 身体/n 的/u 基本/a 活动/v 能力/n ，/w 促进/v 身体/n 协调/v 发展/v ，/w 并/c 能/vu 发展/v 学生/n 的/u 思维/n 、/w 判断/n 、/w 记忆/n 等/u 能力/n ，/w 培养/v 机智/a 勇敢/a 、/w 敏捷/a 、/w 果断/a 、/w 团结/a 友爱/a 、/w 集体主义/n 等/u 品质/n ，/w 并/c 养成/v 学生/n 活泼/a 、/w 愉快/a 和/c 乐观/a 的/u 情绪/n 。/w 
3806, 武术/n 的/u 最大/a 特点/n 是/vl 技术性/n 强/a ，/w 讲究/v 手法/n 、/w 眼/n 法/n 、/w 身/n 法/n 、/w 步法/n ，/w 武术/n 不/d 受/v 时间/n 、/w 场地/n 、/w 季节/nt 、/w 性别/n 和/c 年龄/nt 的/u 限制/v ，/w 便于/v 学生/n 参加/v ，/w 在/p 学校/n 里/nd 较/d 易/a 开展/v 。/w 
3807, 经常/a 参加/v 武术/n 活动/v 能够/vu 提高/v 身体/n 素质/n ，/w 增强/v 身体/n 各个/r 器官/n 系统/n 的/u 机能/n ，/w 增强/v 肌肉/n 韧带/n 和/c 关节/n 的/u 灵活性/n ，/w 促进/v 身体/n 全面发展/i ，/w 培养/v 学生/n 刻苦耐劳/i ，/w 勇敢/a 、/w 顽强/a 、/w 机智/a 、/w 坚韧不拔/i 的/u 意志/n 和/c 民族/n 自豪感/n 。/w 
3808, 充分/a 利用/v 江河湖海/n 开展/v 群众性/n 游泳/v 活动/n ，/w 可以/vu 培养/v 学生/n 不怕/v 风险/n ，/w 勇敢/a 顽强/a 和/c 沉着/a 的/u 意志/n 品德/n 。/w 
3809, 学生/n 参加/v 军事/n 体育活动/n ，/w 不仅/c 可以/vu 增强/v 体质/n ，/w 加强/v 战备/n 观念/n ，/w 锻/v 练/v 坚强/a 的/u 革命/v 意志/n ，/w 又/d 可以/vu 学习/v 军事/n 知识/n 和/c 技能/n 。/w 
3810, 所有/a 这些/r 内容/n ，/w 只有/c 根据/p 地区/n 、/w 学校/n 和/c 学生/n 的/u 具体/a 情况/n 来/vd 选择/v 与/c 运用/v ，/w 才能/c 收到/v 应有/v 的/u 效果/n ，/w 完成/v 学校/n 体育/n 的/u 任务/n 。/w 
3811, 教师/n 除了/p 正确/a 运用/v 讲解/v 、/w 示范/v ，/w 使/v 学生/n 理解/v 所/u 学/v 知识/n 的/u 意义/n 和/c 作用/n 并/c 掌握/v 所/u 学/v 动作/n 外/nd ，/w 还要/v 了解/v 学生/n ，/w 从实际出发/i 科学/a 地/u 安排/v 教学/n ，/w 精/a 讲/v 多/a 炼/v 。/x 
3812, 通过/p 长期/nt 观察/v ，/w 他/r 发现/v 那时/r 学生/n 的/u 情况/n 虽然/c 不一/a ，/w 但/c 从/p 多数/n 学生/n 来看/v ，/w 知识/n 贫乏/a 、/w 思想/n 空虚/a 是/vl 共同/a 的/u 。/w 
3813, 后来/nt ，/w 经过/p 对/p 材料/n 的/u 选择/v 、/w 提炼/v 、/w 分析/v 研究/v ，/w 其中/nd 有/v 一个/mq 现象/n 使/v 作家/n 震惊/v 了/u ：/w 为什么/r 两/m 个/q 品行/n 相差/v 悬殊/a 的/u 学生/n 对待/v 《/w 牛虻/n 》/w 这/r 本/q 书/n 的/u 态度/n 却/d 又/d 如此/r 一致/a 呢/u ？/w 
3814, 有的/r 著名/a 作家/n 不仅/c 严格/a 锻炼/v 自己/r 的/u 艺术/n 观察力/n ，/w 而且/c 也/d 用/p 这/r 方法/n 去/v 训练/v 自己/r 的/u 学生/n 。/w 
3815, 他/r 建议/v ：/w 今后/nt 应/vu 尽量/d 扩大/v 走读/v 生/n 的/u 招生/v 名额/n ，/w 对/p 住校/v 学生/n 可/vu 考虑/v 适当/a 收取/v 一点/mq 费用/n 。/w 
3816," 另外/c ，/w 要/vu 推行/v 奖学金/n 制度/n ，/w 鼓励/v 学生/n 努力/v 创/v ""/w 三好/j ""/w 。/w "
3817, 在/p 教育/v 工作/n 中/nd ，/w 有/v 教学/v 、/w 科研/n 工作/n ，/w 也/d 有/v 思想/n 政治/n 工作/n 、/w 经济/n 工作/n 和/c 后勤/n 工作/n ；/w 有/v 学生/n 工作/n 、/w 教师/n 工作/n ，/w 也/d 有/v 职工/n 工作/n ，/w 等等/u 。/w 
3818, 维新派/n 的/u 办报/v 活动/v 是/vl 从/p 北京/ns 开始/v 的/u ，/w 办报/v 的/u 主要/a 人物/n 是/vl 康有为/nh 和/c 他/r 的/u 学生/n 梁启超/nh 。/w 
3819, 还有/v 一个/mq 特点/n ，/w 这/r 就是/d 参加/v 办报/v 的/u 大多/d 为/vl 普通/a 的/u 青年/n 知识分子/n ，/w 尤其/d 是/vl 学生/n ，/w 不但/c 大学/n 办报/v 、/w 中学/n 办报/v ，/w 连/p 小学/n 也/d 办起/v 报/n 来/u 。/w 
3820, 学生/n 报刊/n 一时/nt 风行/v 全国/n 。/w 
3821, 五四运动/n 爆发/v 时/nt ，/w 他/r 刚/d 从/p 北京/ns 、/w 上海/ns 回到/v 长沙/ns 不久/nt ，/w 在/p 他/r 的/u 推动/v 与/c 组织/v 下/nd ，/w 很快/a 成立/v 了/u “/w 湖南学生联合会/ni ”/w ，/w 以/p 领导/v 学生/n 的/u 爱国/v 运动/n ，/w 并/c 于/p １９１９/m 年/nt ７/m 月/nt １４/m 日/nt 在/p 长沙/ns 创办/v 了/u 著名/a 的/u 《/w 湘江评论/n 》/w 。/w 
3822, 《/w 会报/n 》/w 是/vl 天津/ns 学生/n 运动/n 不断/d 高涨/v 时/nt 出版/v 的/u ，/w 和/c 群众/n 斗争/n 紧密/a 联系/v ，/w 周恩来/nh 以/p “/w 飞飞/nh ”/w 的/u 笔名/n 写/v 了/u 很多/a 时评/n 和/c 评论/n ，/w 指导/v 斗争/n 。/w 
3823, 当时/nt 很多/a 省市/n 都/d 建立/v 了/u 学生/n 联合会/n ，/w 出/v 有/v 报刊/n 。/w 
3824, 一些/m 学校/n 的/u 学生会/n 和/c 其他/r 学生/n 组织/n 也/d 办有/v 报刊/n ，/w 如/v 北京大学/ni 学生会/n 的/u 《/w 北京大学学生周刊/n 》/w ，/w 天津/ns 南开/ni 学校/n 的/u 《/w 南开日刊/n 》/w ，/w 湖南/ns 湘雅/ns 医学/n 专门/a 学校/n 的/u 《/w 新湖南/n 》/w ，/w 周南/ns 女学/n 的/u 《/w 女界钟/n 》/w ，/w 直/a 隶/v 第一女子师范学生团/ni 的/u 《/w 醒世周刊/n 》/w ，/w 浙江省第一师范/ni 等/u 校/n 的/u 《/w 浙江新潮/n 》/w 等/u ，/w 其中/nd 《/w 浙江新潮/n 》/w 曾/d 因/c 发表/v 一/m 师/n 学生/n 施存统/nh 的/u 《/w 非孝/n 》/w 一/m 文/n ，/w 使/v 该/r 校/n 进步/a 师生/n 遭到/v 反动/a 当局/n 的/u 迫害/v ，/w 导/v 发/v 了/u 轰动一时/i 的/u 学生/n 风潮/n 。/w 
3825, 无产阶级/n 的/u 新闻/n 事业/n 把/p 人民/n 的/u 信任/v 作为/v 工作/n 得以/vu 继续/v 进行/v 的/u 基本/a 条件/n ，/w 它们/r 是/vl 教育者/n ，/w 启迪/v 人民/n 蓬勃向上/i 的/u 勇气/n ，/w 同时/c 也是/vl 人民/n 的/u 学生/n ，/w 从/p 人民/n 中/nd 汲取/v 智慧/n 和/c 力量/n 。/w 
3826, 创办/v 人/n 邓家彦/nh ，/w 广西/ns 人/n ，/w 留/v 日/j 学生/n 。/w 
3827, 《/w 抢救/v 婴儿/n ，/w 姑娘/n 慷慨/a 献血/v 》/w ，/w 《/w 撞倒/v 学生/n ，/w 司机/n 竟/d 不/d 停车/v 》/w ，/w 一/m 褒/v 一/m 贬/v ，/w 是非/n 更加/d 分明/a 。/w 
3828, 玄宗/nh 及其/c 追随者/n 还/d 颇/d 费心/v 机/n 地/u ，/w 置/v 周公/nh 这位/r 先圣/n 于/p 不顾/v ，/w 升/v 封/v 孔子/nh 为/p 文宣王/nh ，/w 宣称/v 文宣王/nh 与/c 圣/n 祖/n 李耳/nh 同时/c ，/w 为/p 圣/n 祖/n 学生/n ，/w 应/vu 在/p 太清官/ns 、/w 太微宫/ns 的/u 圣/n 祖/n 像/n 前/nd 立/v 文宣王/nh 道/n 像/n ，/w 与/c 四/m 位/q 真人/n 列/v 侍/v 左右/n 。/w 
3829, 技工学校/n 培训/v 的/u 学生/n ，/w 要求/v 达到/v 有/v 社会主义/n 觉悟/n 、/w 有/v 较/d 系统/a 的/u 文化/n 技术/n 理论/n 知识/n 和/c 全面/a 的/u 专业/n 操作/v 技能/n 。/w 
3830, 在/p 我们/r 加州大学学院/ni 里/nd ，/w 这/r 一个/mq 题目/n 是/vl 一/m 门/q 课/n ，/w 要/vu 上/v １０/m 个/q 星期/nt ，/w 学生/n 要/vu 听/v ３０/m 小时/nt 的/u 演讲/v ，/w 才能/c 把/p 这/r 门/q 课/n 听完/v ，/w 同时/c 还要/v 花/v ６０/m 小时/nt 的/u 自修/v 时间/n 。/w 
3831, 由于/c 各种/r 思维/n 方法/n 、/w 思维/n 形式/n 、/w 思维/n 阶段/n 较/d 多/a 地/u 和/c 特定/a 的/u 思维/n 品质/n 联系/v 在/p 一起/n ，/w 因此/c ，/w 充分/a 地/u 暴露/v 数学/n 思维/n 过程/n ，/w 让/p 学生/n 积极/a 地/u 参/v 予/r 思维/n 活动/v 是/vl 提高/v 思维/n 品质/n 的/u 根本/a 途径/n 。/w 
3832, １９２４/m 年/nt 首次/n 报名/v 参加/v ，/w 旅费/n 却/d 无/v 着落/n ，/w 热心/a 的/u 旅美/v 华侨/n 筹款/v ，/w 从/p 留/v 美/j 的/u 学生/n 中/nd 临时/a 选派/v 了/u ３/m 人/n 去/v 澳洲/ns 参赛/v 。/w 
3833, 此外/c ，/w 留/v 英/j 学生/n 何爱英/nh 曾/d 于/p １９４７/m 年/nt １０/m 月/nt 参加/v 了/u 伦敦皇后俱乐部/ni 女子/n 单打/n 锦标赛/n ，/w 并/c 获得/v 冠军/n 。/w 
3834, １８７３/m 年/nt ，/w 清/j 政府/n 选派/v 了/u ３０/m 名/n 青少年/j 学生/n 赴/v 美/j 留学/v ，/w 他们/r 组织/v 了/u 中华/ns 棒球队/n 。/w 
3835, 这/r 批/q 留/v 美/j 学生/n 于/p １８８１/m 年/nt 毕业/v 回国/v 。/w 
3836, １９１０/m 年/nt 留/v 日/j 学生/n 回到/v 湖南/ns 组织/v 棒球队/n 。/w 
3837, 如/v 体操/n 动作/n 的/u 教法/n 实验/v ；/w 训练/v 计划/n 和/c 训练/v 方法/n 的/u 实验/n ；/w 教学/n 大纲/n 、/w 教学/n 进度/n 的/u 实验/n ；/w 身体/n 训练/v 内容/n 和/c 方法/n 的/u 实验/n ；/w 学生/n 能力/n 培养/v 方法/n 的/u 实验/n ；/w 理论/n 课/n 讲授/v 方法/n 的/u 实验/n ；/w 以及/c 教学/n 课/n 的/u 组织/n 、/w 结构/n 、/w 内容/n 、/w 方法/n 的/u 实验/n 等/u 。/w 
3838, 过于/d 夸大/v 复杂性/n 及/c 易/a 产生/v 的/u 伤害/v 事故/n 、/w 示范/v 动作/n 失误/v 、/w 课/n 的/u 组织/n 不当/a 、/w 场地/n 器材/n 检查/v 不/d 细/a ，/w 从而/c 产生/v 伤害/v 事故/n 时/nt ，/w 有的/r 学生/n 会/vu 思想/n 紧张/a 和/c 恐惧/v 。/w 
3839, 对/p 有/v 恐惧/v 心理/n 的/u 学生/n ，/w 课上/nl 应/vu 针对/p 具体/a 情况/n ，/w 可以/vu 降低/v 练习/v 的/u 强度/n ，/w 亲切/a 而/c 耐心/a 地/u 看/v 着/u 他们/r 练习/v 和/c 加强/v 保护/v 措施/n ，/w 改变/v 练习/v 的/u 地点/n 或/c 方向/n ，/w 也/d 可以/vu 做/v 些/q 专门/a 练习/v 或/c 分解/v 的/u 动作/n ，/w 对/p 其/r 成绩/n 多/a 给以/v 肯定/v 和/c 鼓励/v 。/w 
3840, ２/m ．/w 仔细/a 了解/v 学生/n 的/u 具体/a 情况/n ，/w 根据/p 产生/v 错误/n 动作/n 的/u 三/m 种/q 原因/n ，/w 可/vu 将/p 学生/n 假定/v 为/vl 三/m 组/n ，/w 便于/v 课上/nl 区别/v 对待/v 。/w 
3841, ５/m ．/w 纠正/v 错误/n 动作/n 时/nt ，/w 一定/d 要/vu 亲切/a 和/c 耐心/a ，/w 避免/v 用/v “/w 错/a 了/u ”/w 、/w “/w 不对/a ”/w 等/u 语言/n ，/w 尤其/d 是/vl 不能/vu 用/v 批评/v 的/u 语言/n ，/w 要/vu 使/v 学生/n 感到/v 教师/n 亲切/a 、/w 关心/v 和/c 有/v 信心/n 。/w 
3842, 在/p 教学/n 的/u 掌握/v 和/c 提高/v 阶段/n ，/w 由于/c 学生/n 已/d 掌握/v 了/u 技术/n ，/w 练习/v 的/u 积极性/n 高涨/v ，/w 运动/n 成绩/n 在/d 不断/d 提高/v ，/w 而/c 练习/v 中/nd 的/u 竞赛/v 因素/n 也/d 激发/v 了/u 活跃/a 的/u 情绪/n ，/w 所以/c 在/p 教学/n 中/nd 要/vu 防止/v 产生/v 伤害/v 事故/n 。/w 
3843, 例如/v ：/w 提出/v 可行/a 的/u 安全/a 措施/n ，/w 严格/a 课堂/n 纪律/n ，/w 严密/a 课/n 的/u 组织/n ，/w 认真/a 检查/v 场地/n 器材/n ，/w 不/d 放任/v 学生/n 自行/d 做/v 准备/v 活动/v ，/w 按/v 统一/a 口令/n 做/v 集体/n 练习/v ，/w 使用/v 口令/n 调动/v 队伍/n 等/u 。/w 
3844, 分组/v 练习/v 时/nt 要/vu 指定/v 某/r 一/m 学生/n 负责/v 安全/a 监督/v 。/w 
3845, 例如/v ：/w 观察/v 学生/n 掌握/v 田径运动/n 技术/n 的/u 状况/n ；/w 观察/v 田径/n 运动员/n 在/p 比赛/v 中/nd 运用/v 发挥/v 技术/n 、/w 战术/n 的/u 情况/n ；/w 观察/v 、/w 测量/v 有关/v 各项/r 指标/n ，/w 从中/d 判定/v 训练/v 状况/n 等/u 。/w 
3846, 尤其/d 是/vl 重视/v 保护/v 学生/n 的/u 视力/n ，/w 对/a 青少年/j 一代/nt 的/u 全面/a 健康/a 成长/v ，/w 具有/v 重要/a 意义/n 。/w 
3847, 青少年/j 学生/n 中/nd 发生/v 的/u 视力/n 不良/a ，/w 除/v 小学/n 低年级/n 外/nd ，/w 大部分/n 是/vl 近视/n 性/k 屈光/v 不/d 正/a （/w 表/n ４/m －/w １/m ）/w ，/w 因此/c 保护/v 学生/n 的/u 视力/n ，/w 主要/a 是/vl 预防/v 近视/n 。/w 
3848, 目前/nt ，/w 研究/v 学生/n 近视眼/n 的/u 发生/v 原因/n 及/c 影响/v 因素/n 已/d 较/v 普遍/a ，/w 一般/a 认为/v ，/w 近视/n 的/u 发生/v 与/c 先天/n 的/u 遗传/v 和/c 后天/nt 的/u 营养/n 、/w 用/v 眼/n 卫生/a 等/u 因素/n 有关/p 。/w 
3849, 各级/n 教育/v 行政/n 部门/n ，/w 还/d 应/vu 结合/v 教育/v 改革/v ，/w 建立/v 合理/a 的/u 视力/n 保护/v 制度/n ，/w 减轻/v 学生/n 的/u 学习/v 负担/v ，/w 避免/v 学生/n 过度/d 用/v 眼/n ，/w 保证/v 学生/n 有/v 足够/a 的/u 休息/v 、/w 睡眠/n 和/c 课余/n 活动/v 时间/n 。/w 
3850, 对/p 预防/v 运动/n 损伤/v 工作/n 做得/v 好/a 的/u 单位/n 和/c 个人/n 应/vu 及时/a 给予/v 表扬/v ，/w 对/p 平时/nt 缺乏/v 组织性/n 、/w 纪律性/n 的/u 学生/n 或/c 运动员/n 要/vu 加强/v 思想/n 教育/v ，/w 培养/v 他们/r 遵守/v 纪律/n 、/w 关心/v 同志/n 的/u 良好/a 品格/n ，/w 使/v 他们/r 认识/v 到/v 预防/v 运动/n 损伤/v 的/u 重要性/n 。/w 
3851, 制订/v 合理/a 的/u 学期/nt 、/w 学年/n 教学/v 工作/n 计划/n ；/w 根据/p 学生/n 的/u 年龄/nt 、/w 性别/n 、/w 健康/a 状况/n 和/c 运动/n 技术/n 水平/n 等/u 具体/a 情况/n ，/w 安排/v 教学/v 训练/v 内容/n 、/w 方法/n 和/c 组织/n 措施/n ；/w 充分/a 了解/v 教材/n 中/nd 的/u 重点/n 难点/n ，/w 对于/p 那些/r 不易/a 掌握/v 和/c 容易/a 发生/v 错误/n 动作/n 或/c 运动/n 损伤/v 的/u 动作/n 与/c 环节/n ，/w 事先/nt 做好/v 预防/v 损伤/v 的/u 准备/v ，/w 对/p 保证/v 教学/v 的/u 安全/a 具有/v 重要/a 意义/n 。/w 
3852, 教师/n 对/p 新/a 难/a 动作/n 应/vu 进行/v 正确/a 的/u 讲解/v 示范/v ，/w 使/v 学生/n 在/p 对/p 每个/r 技术/n 动作/n 有/v 个/q 正确/a 概念/n 的/u 前提/n 下/nd 再/d 进行/v 练习/v ，/w 便于/v 正确/a 掌握/v 。/w 
3853, 对/p 年龄/nt 小/a 、/w 训练/v 水平/n 差/a 的/u 学生/n 和/c 对/p 专项/n 训练/v 或/c 比赛/v 项目/n 持续/v 时间/n 较/p 长/n 的/u 运动/n 项目/n 以及/c 在/p 夏季/nt ，/w 准备/v 活动/v 强度/n 可/vu 小/a 些/q 、/w 时间/n 宜/a 短/a 些/q 。/w 
3854, 但是/c ，/w 由于/c 学校/n 体育/n 的/u 经费/n 、/w 场地/n 、/w 设备/n 、/w 师资/n 都/d 很/d 缺乏/v ，/w 使/v 学校/n 体育/n 发展/v 缓慢/a ，/w 而且/c 很/d 不/d 平衡/a ，/w 学生/n 健康/a 状况/n 很/d 差/a 。/w 
3855, 另外/d ，/w 自然/a 主义/n 体育/n 思想/n 过分/a 强调/v 学生/n 的/u 兴趣/n 、/w 自由/n ，/w 出现/v 了/u “/w 放羊/v 式/k ”/w 的/u 教学/v ，/w 在/p 一些/m 学校/n 培养/v 运动员/n 为/p 学校/n 夺/v 锦标/n 、/w 作/v 广告/n ，/w 产生/v 了/u “/w 选手/n 体育/n ”/w 的/u 弊端/n 。/w 
